contractSymbol,lastTradeDate,strike,lastPrice,volume,inTheMoney,IV_yf,underlyingPriceAtTrade,impliedVolatility,riskFreeRate,volatilityIndex
AAPL280121C00005000,2026-02-02 15:33:56+00:00,5.0,260.05,161.0,1,0.001,,,0.036429998,
AAPL280121C00010000,2026-01-14 14:30:07+00:00,10.0,249.67,26.0,1,0.001,,,0.036429998,
AAPL280121C00015000,2026-01-16 20:32:34+00:00,15.0,241.24,12.0,1,0.001,,,0.036429998,
AAPL280121C00020000,2026-02-06 20:53:05+00:00,20.0,258.54,3.0,1,0.001,278.8699,,0.036429998,
AAPL280121C00025000,2026-02-02 14:55:08+00:00,25.0,238.42,2.0,1,0.001,,,0.036429998,
AAPL280121C00035000,2025-12-08 18:26:09+00:00,35.0,243.92,,1,0.001,,90.2843,0.036429998,
AAPL280121C00040000,2026-01-02 15:52:01+00:00,40.0,234.0,20.0,1,0.001,,,0.036429998,
AAPL280121C00045000,2026-02-02 18:43:50+00:00,45.0,223.12,1.0,1,0.001,,,0.036429998,
AAPL280121C00050000,2026-02-06 15:13:49+00:00,50.0,232.25,1.0,1,0.001,279.14,,0.036429998,
AAPL280121C00060000,2026-01-16 20:29:04+00:00,60.0,199.8,2.0,1,0.001,,,0.036429998,
AAPL280121C00070000,2026-02-06 20:45:48+00:00,70.0,211.85,80.0,1,0.001,278.39,,0.036429998,
AAPL280121C00080000,2026-01-30 20:41:08+00:00,80.0,186.0,7.0,1,0.001,,,0.036429998,
AAPL280121C00090000,2026-01-21 14:55:17+00:00,90.0,163.62,1.0,1,0.001,,,0.036429998,
AAPL280121C00100000,2026-02-02 19:25:12+00:00,100.0,174.96,36.0,1,0.001,,,0.036429998,
AAPL280121C00110000,2026-01-23 17:10:54+00:00,110.0,147.6,11.0,1,0.001,,,0.036429998,
AAPL280121C00120000,2026-01-23 15:03:05+00:00,120.0,136.01,28.0,1,0.001,,,0.036429998,
AAPL280121C00130000,2026-02-06 17:38:43+00:00,130.0,158.5,5.0,1,0.001,278.235,34.1108,0.036429998,
AAPL280121C00135000,2026-02-06 17:30:17+00:00,135.0,154.42,5.0,1,0.001,278.545,33.902,0.036429998,
AAPL280121C00140000,2026-01-29 14:30:34+00:00,140.0,131.35,8.0,1,0.001,,,0.036429998,
AAPL280121C00145000,2026-01-15 17:22:36+00:00,145.0,129.0,1.0,1,0.001,,,0.036429998,
AAPL280121C00150000,2026-01-30 17:03:41+00:00,150.0,119.42,2.0,1,0.001,,,0.036429998,
AAPL280121C00155000,2026-02-04 15:11:44+00:00,155.0,134.75,2.0,1,0.001,275.29,34.4061,0.036429998,
AAPL280121C00160000,2026-02-09 18:09:23+00:00,160.0,127.15,14.0,1,0.001,271.98,33.3507,0.036429998,26.55
AAPL280121C00165000,2026-02-04 16:04:02+00:00,165.0,127.71,1.0,1,0.001,276.3301,34.254,0.036429998,
AAPL280121C00170000,2026-02-09 20:57:48+00:00,170.0,121.85,2.0,1,0.001,274.97,32.9441,0.036429998,25.98
AAPL280121C00175000,2026-02-09 18:09:16+00:00,175.0,114.95,3.0,1,0.001,271.98,32.4132,0.036429998,26.55
AAPL280121C00180000,2026-02-09 19:44:07+00:00,180.0,112.0,1.0,1,0.001,273.11,32.1018,0.036429998,26.31
AAPL280121C00185000,2026-02-09 20:57:52+00:00,185.0,109.95,12.0,1,0.001,274.97,32.1043,0.036429998,25.98
AAPL280121C00190000,2026-02-06 19:53:32+00:00,190.0,108.23,1.0,1,0.001,278.27,30.6942,0.036429998,
AAPL280121C00195000,2026-02-05 18:37:55+00:00,195.0,101.65,3.0,1,0.001,274.315,31.4771,0.036429998,
AAPL280121C00200000,2026-02-09 20:25:17+00:00,200.0,97.8,30.0,1,0.001,273.97,31.4362,0.036429998,26.28
AAPL280121C00210000,2026-02-09 18:39:44+00:00,210.0,88.9,28.0,1,0.001,272.48,30.4961,0.036429998,26.37
AAPL280121C00220000,2026-02-09 20:57:37+00:00,220.0,84.05,42.0,1,0.001,274.97,30.1037,0.036429998,25.98
AAPL280121C00230000,2026-02-09 19:55:41+00:00,230.0,75.5,30.0,1,0.001,273.1,29.3407,0.036429998,26.26
AAPL280121C00240000,2026-02-09 20:13:43+00:00,240.0,69.65,42.0,1,0.001,273.58,29.0647,0.036429998,26.35
AAPL280121C00250000,2026-02-09 18:39:44+00:00,250.0,62.65,96.0,1,0.001,272.48,28.5575,0.036429998,26.37
AAPL280121C00260000,2026-02-09 18:10:53+00:00,260.0,56.55,261.0,1,0.001,271.8534,28.206,0.036429998,26.52
AAPL280121C00270000,2026-02-09 20:40:34+00:00,270.0,52.4,76.0,1,0.001,273.61,27.8742,0.036429998,26.42
AAPL280121C00280000,2026-02-09 20:57:51+00:00,280.0,47.98,67.0,0,0.3916,274.97,27.3861,0.036429998,25.98
AAPL280121C00290000,2026-02-09 19:13:39+00:00,290.0,42.08,154.0,0,0.7822,273.27,26.9778,0.036429998,26.36
AAPL280121C00300000,2026-02-09 19:53:20+00:00,300.0,37.66,47.0,0,1.5635,273.2,26.6641,0.036429998,26.26
AAPL280121C00310000,2026-02-09 17:01:29+00:00,310.0,33.39,9.0,0,1.5635,273.05,26.2669,0.036429998,26.47
AAPL280121C00320000,2026-02-09 20:54:02+00:00,320.0,30.5,22.0,0,3.126,274.39,26.1006,0.036429998,26.25
AAPL280121C00330000,2026-02-09 19:35:38+00:00,330.0,26.6,23.0,0,3.126,273.0951,25.9069,0.036429998,26.24
AAPL280121C00340000,2026-02-09 19:04:12+00:00,340.0,23.5,6.0,0,3.126,273.14,25.6322,0.036429998,26.35
AAPL280121C00350000,2026-02-09 17:53:57+00:00,350.0,20.35,13.0,0,3.126,272.19,25.3918,0.036429998,26.5
AAPL280121C00360000,2026-02-09 19:28:54+00:00,360.0,18.55,41.0,0,3.126,273.62,25.3106,0.036429998,26.19
AAPL280121C00370000,2026-02-09 19:55:01+00:00,370.0,16.2,8.0,0,3.126,273.08,25.1733,0.036429998,26.26
AAPL280121C00380000,2026-02-09 19:54:29+00:00,380.0,14.3,24.0,0,6.2509,273.17,25.054,0.036429998,26.26
AAPL280121C00390000,2026-02-09 19:55:01+00:00,390.0,12.55,9.0,0,6.2509,273.08,24.9379,0.036429998,26.26
AAPL280121C00400000,2026-02-09 20:48:30+00:00,400.0,11.25,16.0,0,6.2509,274.1892,24.8062,0.036429998,26.32
AAPL280121C00410000,2026-02-09 18:39:53+00:00,410.0,9.57,18.0,0,6.2509,272.48,24.7663,0.036429998,26.37
AAPL280121C00420000,2026-02-09 18:39:53+00:00,420.0,8.4,6.0,0,6.2509,272.48,24.6959,0.036429998,26.37
AAPL280121C00430000,2026-02-04 15:48:36+00:00,430.0,8.45,2.0,0,6.2509,276.42,25.0113,0.036429998,
AAPL280121C00440000,2026-02-09 17:51:31+00:00,440.0,6.4,12.0,0,6.2509,271.955,24.6006,0.036429998,26.49
AAPL280121C00450000,2026-02-06 20:56:25+00:00,450.0,6.4,74.0,0,6.2509,278.59,24.3653,0.036429998,
AAPL280121C00460000,2026-02-09 18:53:30+00:00,460.0,5.07,6.0,0,6.2509,272.97,24.5483,0.036429998,26.32
AAPL280121C00470000,2026-02-04 19:49:16+00:00,470.0,4.85,82.0,0,6.2509,275.33,24.686,0.036429998,
AAPL280121C00480000,2026-02-05 14:47:34+00:00,480.0,4.12,30.0,0,6.2509,274.98,24.502,0.036429998,
AAPL280121C00490000,2026-01-23 18:11:13+00:00,490.0,2.11,75.0,0,6.2509,,21.855,0.036429998,
AAPL280121C00500000,2026-02-09 19:14:14+00:00,500.0,3.1,2.0,0,6.2509,273.27,24.5656,0.036429998,26.36
AAPL280121C00510000,2026-02-09 16:31:36+00:00,510.0,2.67,50.0,0,6.2509,273.705,24.387,0.036429998,26.35
AAPL280121C00520000,2026-02-09 14:33:31+00:00,520.0,2.55,1.0,0,6.2509,274.84,24.6331,0.036429998,27.91
AAPL280121C00530000,2026-02-09 18:39:42+00:00,530.0,2.1,111.0,0,6.2509,272.48,24.6175,0.036429998,26.37
